Timestamp;Наименование;"Синонимичные наименования
(Если несколько, пишите через запятую)";Семейство;Красная книга ;Есть ли ножка;"Размер ножки ОТ в мм (диаметр)
в ответ только число";"Размер ножки ДО в мм  (диаметр)
в ответ только число";Тип ножки ;"Цвет ножки
(Если несколько, пишите через запятую)"; Тип шляпки;"Цвет шляпки
(Если несколько, пишите через запятую)";Под шляпкой ;Описание гриба;"Двойники, если есть, то добавить в форму
(Если несколько, пишите через запятую)";Фотографии
5.19.2024 21:14:19;Говорушка подогнутая;Клитоцибе подогнутая;Рядовковые;Нет;Да;10;30;Утолщенная в центре;Белый, буроватый;Вогнутая;Белый, беловатый, палевый, рыжеватый, грязно-жёлтый, коричневатый, жёлто-бурый;Пластинчатая;"Растет с первой декады июля до конца октября. Массовое плодоношение с середины августа до конца сентября. При тёплой погоде и в южных регионах встречается и в ноябре-декабре, вплоть до заморозков и даже после первых заморозков и первого снега.
Говорушка подогнутая считается условно-съедобным грибом с посредственными вкусовыми качествами (четвёртой категории). Рекомендуется предварительное отваривание, по разным источникам — от одного до двух-трёх раз, кипятить не менее 20 минут, отвар слить, не использовать. ";Говорушка ворончатая, Свинуха гигантская;https://drive.google.com/open?id=1vC-KtZO2m5q3nu-Zk7Jdi3HDiCRvHyqK
5.19.2024 21:17:06;Сыроежка желтая;;Сыроежковые;Нет;Да;15;25;Ровная;Белый, сероватый;Ровная;Желтый, желто-оранжеватый, бледно-желтый;Пластинчатая;"Обитание: с середины июля до конца сентября в сырых лиственных (с березой), в сосново-березовых лесах, по окраинам болот, во мху и черничниках, одиночно и небольшими группами, не редко, чаще встречается в северных регионах лесной зоны.
Растет часто, но не обильно в сыроватых березовых, сосново-березовых лесах, по окраинам сфагновых болот с июля по октябрь.
Гриб съедобен, отнесен к 3-й категории. Можно использовать его соленым.";Сыроежка охристая;https://drive.google.com/open?id=1X7aBy4YbSkvvSVCYjKkNzTpcrb_Z36OD
5.19.2024 21:20:06;Маслёнок лиственничный;;Маслёнковые;Нет;Да;10;20;Утолщенная внизу;Желтый, красновато-бурый;Выпуклая;Бледно-лимонно-жёлтый, ярко-жёлтый, оранжевый, оранжево-охристый, серовато-охристо-коричневый;Трубчатая;"Маслёнок лиственничный растет под лиственницей, в сосновых лесах с примесью лиственницы, в лиственных лесах, особенно молодых посадках. Встречается редко и необильно, одиночно и группами. В последнее время сроки произрастания лиственничного масленка значительно расширились. Самая ранняя известная находка — 11 июня, также лиственничные маслята встречаются вплоть до конца октября.
Съедобный гриб, второй категории. Употребляют свежим, маринованным и соленым";Масленок настоящий;https://drive.google.com/open?id=1HhNXGYSt6Jfgic0e8BKvLRiTsErE10dJ
5.19.2024 21:22:53;Груздь болотный;;Сыроежковые;Нет;Да;15;25;Ровная;Розовато-белый, грязно-белый, коричневатый;Вогнутая;Рыжеватый, красновато-коричневый, кирпичный, охряный;Пластинчатая;"Встречается повсеместно, предпочитает увлажненные места, низины. Сезон – с июня по ноябрь, но самый пик роста приходится на август – сентябрь.
Съедобный гриб. Используется в пищу.";;https://drive.google.com/open?id=1i3uUpnTXLXM1S0gZDBynDspJnOB0zr9A
5.19.2024 21:25:18;Лепиота ядовитая; Лепиота кирпично-красная;Шампиньоновые;Нет;Да;15;20;С юбкой;Розоватый;Ровная;Серо-красный, бело-коричневатый;Пластинчатая;"Встречается в июне — августе на Украине в окрестностях Одессы, а также в Западной Европе. Растет в парках, на лугах, среди травы. Вид редкий, сугубо осенний.
Это очень ядовитый, даже смертельно ядовитый гриб. Его хилое плодовое тело, малый размер и неприглядный вид вряд ли могут привлечь внимание грибника.";;https://drive.google.com/open?id=1GkmSDoWRYXL7_rvktSBJK4extDdZ4eKO
5.19.2024 21:28:38;Свинушка ольховая;Свинушка осиновая;Свинушковые;Нет;Да;10;15;Ровная;Охряно-коричневый, грязно-желтый;Вогнутая;Красновато-коричневый, желтовато-коричневый, охряно-коричневый;Пластинчатая;Свинушка ольховая, ещё именуется свинушкой осиновой – довольно редкий вид, внешне похожий со свинушкой тонкой. Название своё получила из-за предпочтения расти под ольхой или осиной. В настоящее время свинушка ольховая на ряду со свинушкой тонкой отнесены к ядовитым грибам. Однако некоторые источники все же склоняются к тому, чтобы отнести ее к условно-съедобным грибам.;Свинушка тонкая;https://drive.google.com/open?id=1htKZ_T88kKYOPCHN-pp_tOO9v1wQSGrR
5.19.2024 21:31:47;Боровик жёлтый;Болет светло-жёлтый, Болет ярко-жёлтый, Болет жёлтый, Боровик Юнквилла;Болетовые;Нет;Да;25;60;Утолщенная внизу;Желто-коричневый;Выпуклая;Желто-коричневый, грязно-желтый;Трубчатая;"Встречается боровик желтый преимущественно в буковых и дубовых лесах. Основной ареал этого вида – страны Западной Европы, в России этот вид встречается в Уссурийском районе на территории Супутинского заповедника. Собирают боровик желтый в осеннее-летний период – с июля по октябрь.
Боровик желтый – съедобный гриб, который относится ко второй категории пищевой ценности. Употребляют его в пищу как в свежем, так в консервированном и сушеном виде.";Боровик неопушённый, Моховик золотистый;https://drive.google.com/open?id=12aSGYzwH-_EcmlBx1YfMPr2414B5WaxF
5.19.2024 21:35:00;Паутинник козий;Паутинник вонючий;Паутинниковые;Нет;Да;10;30;Утолщенная внизу;Фиолетово-сизый, серо-фиолетовый, сероватый;Выпуклая;Серовато-фиолетовый, фиолетово-сизый;Пластинчатая;"Паутинник козий встречается с середины июля до начала октября в хвойных и смешанных лесах, как правило, с сосной; как и многие паутинники, растущие в подобных условиях, предпочитает влажные мшистые места.
Гриб несъедобен по причине неаппетитного запаха, многократно усиливающегося при варке, по некоторым источникам даже ядовит.";;https://drive.google.com/open?id=1zponKLbwVYJAf9vjjdYpoBXHR4KITxLK
5.19.2024 21:37:24;Вешенка рожковидная;Вешенка обильная;Вёшенковые;Нет;Да;5;15;Утолщенная вверху;Белый, коричневатый;Вогнутая;Белый, серо-охристый;Пластинчатая;"Рожковидная вешенка произрастает с начала мая до середины сентября на останках деревьев лиственных пород; гриб не редок, но пристрастие к труднодоступным местам — бурелому, густому кустарнику, вырубкам, — делает его не таким приметным, как другие вешенки.
Как и все вешенки, рожковидная съедобна и даже в каком-то смысле вкусна.";Вешенка легочная;https://drive.google.com/open?id=19SaWXX8SLzyehw35mHv7JQerwXR4tJQN
5.19.2024 21:40:24;Рядовка серовато-сиреневая;Рядовка серо-голубая;Рядовковые;Нет;Да;10;25;Ровная;Сероватый, лиловый, сиреневый, кремовый;Ровная;Сероватый, лиловый, сиреневый, кремовый;Пластинчатая;"Растет осенью в лесах всех видов с богатой почвой, и/или с толстой листовой или хвойной подстилкой; на кучах листового перегноя и в местах, куда свозится листва; на богатых почвах в пойменных перелесках рек и ручьев, низинах, оврагах, нередко среди крапивы и кустарника. Подстилка при этом активно прорастает мицелием. Любит расти вдоль дорог, тропинок, где есть значительное количество листовой/хвойной подстилки. Растет рядами, кольцами, от нескольких и до десятков плодовых тел в кольце или ряде.
Условно-съедобный гриб. Вкусный. Полностью аналогичен фиолетовой рядовке. Термическая обработка необходима, так как гриб содержит гемолизин, разрушающий красные кровяные тельца (как и фиолетовая рядовка), который полностью разрушается при термической обработке.";Рядовка фиолетовая;https://drive.google.com/open?id=1J74s24wdnlMrvmkIQSUpz_eNqRtQDpee
5.20.2024 10:50:47;Подберезовик белый;Березовик болотный, Березовик белый, Болотник;Болетовые;Нет;Да;8;15;Ровная;Белый;Выпуклая;Кремовый, светло-серый, розоватый;Трубчатая;"Подберезовик белый встречается с середины июля до начала октября в лиственных и смешанных лесах (образуя микоризу главным образом с березой), предпочитает сырые места, охотно растет по краям болот. Попадается не очень редко, но особой урожайностью не отличается.
Гриб съедобен, но его вкусовые качества остаются под вопросом.";Подберезовик обыкновенный;https://drive.google.com/open?id=1Xqlx63vR_NGBMPUfwchOcHAPGzDbhHwV
5.20.2024 10:54:21;Мацутакэ;Рядовка обутая, Рядовка пятнистая;Рядовковые;Нет;Да;15;30;Утолщенная внизу;Орехово-коричневый, грязно-белый;Выпуклая;Коричневый;Пластинчатая;"Произрастает около подножья деревьев, часто прячется под опавшими листьями. Характерной особенностью гриба мацутакэ является его симбиоз с корнями мощных деревьев, произрастающих на определённых территориях. Плодоношение мацутакэ начинается в сентябре, и продолжается до октября. На Территории Российской Федерации этот вид гриба распространён в Южном Урале, Приуралье, на Дальнем Востоке и Приморье, Восточной и Южной Сибири.
Гриб Мацутакэ съедобен, причём употреблять его можно в любом виде, как в сыром, так и в отварном, тушёном или жареном. Гриб характеризуется высокими вкусовыми качествами, иногда его маринуют или засаливают, но чаще – едят свежим.";;https://drive.google.com/open?id=1L7v9v7lnXmFeG0zw60H9zSt4ebAv4g-S
5.20.2024 11:04:04;Навозник дятловый;Навозник сорочий, Навозник пёстрый;Псатирелловые;Нет;Да;6;15;Ровная;Белый;Выпуклая;Светло-бурый, охристый, черно-коричневый;Пластинчатая;"Навозник дятловый предпочитает лиственные леса, где выбирает богатые гумусом известковые почвы, иногда встречается на гнилой древесине. Растет одиночно или небольшими группами, чаще в гористой или холмистой местности. Плодоносит с позднего лета, но пик плодоношения осенью.
Навозник дятловый чаще упоминается как слабо ядовитый, вызывающий гастритные явления, иногда как галлюциногенный. Иногда некоторые авторы говорят о съедобности.";;https://drive.google.com/open?id=1wpTlfBCiCrrW5MoTJc9P8pALKE5BqEMn
5.20.2024 11:08:51;Боровик волчий;Ложный сатанинский гриб;Болетовые;Нет;Да;20;60;Утолщенная внизу;Желтоватый, ярко-желтый, красный, красно-коричневый;Выпуклая;Розовый, красный, сероватый, молочно-кофейный, темно-розовый, красно-розовый, коричневый, красноватый, красно-рыжий;Трубчатая;"Боровик волчий достаточно распространенный среди болетов вид, который растет в дубовых лесах. Встречается с ноября по январь разбросанными на почве группами.
Он относится к разряду условно съедобных грибов. В пищу его можно употреблять после отваривания в течение 10-15 минут. При этом отвар нужно обязательно выливать.";;https://drive.google.com/open?id=1J1r0c0NRnoh7AgLSkjqWfLhJOucd982B
5.20.2024 11:12:42;Трутовик берёзовый;Березовая губка;Фомитопсисовые;Нет;Нет;;;;;Выпуклая;Желтоватый, сероватый;Гладкая;"Трутовик березовый является дереворазрушающим грибом. Чаще всего произрастает одиночно или небольшими группами на мертвой преющей березовой древесине, а также на больных и погибающих  живых березовых деревьях.
Трутовик березовый является не пригодным к употреблению грибом из-за горькой и жесткой мякоти. Есть сведения, что его мякоть может употребляться в молодом виде до приобретения жесткости.";;https://drive.google.com/open?id=1Xipi2ut-2n3WlGSJ-5ClZOZF0J1igjb7
5.20.2024 11:17:01;Боровик пороспоровый;Моховик пороспоровый;Болетовые;Нет;Да;15;30;Утолщенная в центре;Серо-коричневый, желтоватый;Выпуклая;Темно-коричневый, серо-коричневый;Трубчатая;"Боровик пороспоровый произрастает в основном в хвойных лесах и в лесах смешанного типа. Чаще всего его можно найти среди травы и на мху.
Сезон произрастания боровика пороспорового приходится на лето-осень, в основном — с июня по сентябрь.
Боровик пороспоровый относится к съедобным грибам.";;https://drive.google.com/open?id=1sh9QGg6b2regIe_VO8omggH6bvw01ahI
5.20.2024 11:21:19;Зонтик девичий;;Шампиньоновые;Да;Да;6;10;С юбкой;Беловатый, грязно-коричневатый;Выпуклая;Беловатый, буроватый, светло-коричневатый;Пластинчатая;"Зонтик девичий растёт на почве в сосновых и смешанных лесах, на лугах, появляется одиночно или группами, встречается редко. Сезон: август — октябрь.
Съедобен, но поскольку редок и подлежит охране, собирать его не рекомендуется.";;https://drive.google.com/open?id=1EhWpZ7x9BRmI7GY-BpxQFeuiiL2PZXYs
5.20.2024 11:24:54;Млечник серо-розовый;Груздь серо-розовый, Груздь несъедобный, Млечник обыкновенный, Млечник чалый;Сыроежковые;Нет;Да;10;20;Ровная;Серо-розоватый;Вогнутая;Тускло-сероватый, коричневато-розовый;Пластинчатая;"Млечник серо-розовый встречается на болотах среди берез и сосен, во мхах, с начала августа до середины октября; в конце августа-начале сентября может, при благоприятствующих обстоятельствах, плодоносить в огромных количествах.
В зарубежной литературе проходит по списку слабо ядовитых; у нас упоминается как несъедобный или как съедобный, но малоценный.";;https://drive.google.com/open?id=1tJfgzFhbbtpAW2SzkJiHlVLIY7nLnH_4
5.20.2024 11:27:04;Трутовик настоящий;Кровяная губка;Полипоровые;Нет;Нет;;;;;Выпуклая;Серый, светло-бежевый;Гладкая;"Трутовик настоящий принадлежит к категории сапрофитов. Именно этот гриб является основной причиной появления белой гнили на стволах деревьев лиственных пород. Его негативному воздействию нередко подвергаются насаждения берёз, дубов, ольхи, осины, буков. 
Гриб несъедобен.";;https://drive.google.com/open?id=1BKAWDRPUERAzYYZF2I6QDphRXgZ_KI4J
5.20.2024 11:28:56;Энтолома ядовитая;Розовопластинник гигантский, Розовопластинник желтовато-сизый;Энтоломовые;Нет;Да;20;30;Ровная;Белый;Выпуклая;Белый, буроватый;Пластинчатая;"Растёт в лиственных лесах, садах, скверах, парках, огородах одиночно или группами с июня по сентябрь. Встречается в Карелии, Мурманской области, на Украине. В средней полосе этот гриб пока не обнаружен.
Гриб ядовит. При употреблении в пищу вызывает сильное расстройство кишечника.";;https://drive.google.com/open?id=1iVSdhM9nqo-nWlBVA4_Zo9oV-6Nz0-7s
5.20.2024 11:30:53;Шампиньон августовский;;Шампиньоновые;Нет;Да;15;25;С юбкой;Белый, желтоватый;Выпуклая;Темно-коричневый, темно-оранжевый;Пластинчатая;"Эти грибы начинают появляться с середины августа и растут до начала октября.
Шампиньон августовский растет преимущественно в хвойных и смешанных лесах, часто около муравейников или непосредственно на них.
Съедобный гриб, третьей категории.";;https://drive.google.com/open?id=1XsZ0sTbn0-7_LEtBvrs-B4FlmG-dOCls
5.20.2024 11:33:30;Рядовка вонючая;;Рядовковые;Нет;Да;3;18;Утолщенная внизу;Белый, кремовый, бледно-желтоватый;Ровная;Беловатый, кремовый, медовый, розовато-тёмно-бежевый, бледно-охряный;Пластинчатая;"Рядовка вонючая образует микоризу с елью (род Picea) и пихтой (род Abies). Обычно она приурочена к влажным лесам с развитым толстым моховым покровом на почве, но её можно также встретить в хвойниках-черничниках. Она предпочитает почвы от слабокислых до известковых. 
Гриб несъедобен из-за отвратительного запаха и горького вкуса.
Рядовка вонючая в некоторых источниках относится к разряду галлюциногенных грибов, при употреблении ее в пищу может вызывать зрительные и слуховые галлюцинации.";Рядовка белая, Рядовка частопластинковая;https://drive.google.com/open?id=1Pqt6EwvB-a22M0XusYa3skPG0_E7VJk4
5.20.2024 11:36:03;Белошампиньон длиннокорневой;;Шампиньоновые;Нет;Да;15;25;С юбкой;Белый, коричневатый;Выпуклая;Серовато-коричневый, беловатый;Пластинчатая;"Плодоносит с июня по октябрь.
Встречается в странах Евразии, Австралии и Северной Америки. В России распространен в окрестностях Ростова-на-Дону, а в других регионах страны неизвестен. Произростает в Великобритании, Франции, Украине, Италии, в Армении. Это довольно редкий гриб, чаще встречается в садах, парках, на обочинах дорог, а также на пашнях, полях и в зарослях рудералов. Может произрастать как одиночно, так и небольшими группами.
Хороший сьедобный гриб.";;https://drive.google.com/open?id=1TW_GZUlkDMnqW3hSFUaeDLyNzuAKHLlK
5.20.2024 11:40:20;Боровик двухцветный;Болет двухцветный;Болетовые;Нет;Да;20;50;Утолщенная внизу;Розово-красный, желтоватый;Выпуклая;Ярко-красный, кроваво-красный, кирпичный, коричневатый;Трубчатая;"Этот гриб можно встретить в лесах хвойного и лиственного типа.
Этот тип грибов считается съедобным.";;https://drive.google.com/open?id=1pLIAXBqlGMXrOUuogiXpai6PRmEifSKz
5.20.2024 11:42:57;Лепиота гребенчатая;Зонтик гребенчатый;Шампиньоновые;Нет;Да;3;8;С юбкой;Желтоватый, розоватый, беловатый;Выпуклая;Рыже-бурый, белый;Пластинчатая;"Растёт в хвойных, смешанных и широколиственных лесах, на лугах, пастбищах, огородах. Плодоносит с июля по октябрь. Встречается и в Северной Америке. Растет он с июня по сентябрь октябрь на лугах, лесных опушках и лужайках, пастбищах. Обладает острым, редечным запахом и неприятным вкусом.
Гриб несъедобен, возможно, ядовит. Встречается по всей России и относится к подозрительным грибам. В западноевропейских определителях его иногда отмечают как ядовитый.";Лепиота щитковая;https://drive.google.com/open?id=1vFMn-M0mC6Kv7ErygjawbUaA3HxM6eco
9.16.2024 20:43:13;Навозник мерцающий;Навозник крошащийся;Псатирелловые;Нет;Да;20;80;Ровная;Белая;Выпуклая;Медово-коричневый, желтовато-коричневый, янтарный;Гладкая;Очень часто в городах, садах, парках, во дворах и на обочинах дорог, но также встречается в лесу. Навозник мерцающий, как и все подобные навозники, вполне съедобен в молодом возрасте, пока пластины не почернели. В пищу употребляют только шляпки.;;https://drive.google.com/open?id=1DZkfPccVVqAbZjIBO4Rgi_Z61_Gy8-rX
9.16.2024 20:52:45;Ризопогон обыкновенный;Трюфель обыкновенный;Ризопогоновые;Нет;Нет;;;;;Выпуклая;Серовато-коричневый, оливково-бурый;Гладкая;Распространён в еловых, сосново-дубовых и сосновых лесах. Ризопогон обыкновенный принадлежит к числу малоизученных грибов, но считается съедобным. ;;https://drive.google.com/open?id=1Tab1QtcqYd4OIZhjZQj9dZKKwRVTz9_H
9.16.2024 21:03:48;Паутинник превосходный;;Паутинниковые;Нет;Да;20;50;Утолщенная внизу;Бледно-фиолетовым;Выпуклая;Красно-коричневая;Гладкая;Распространён в неморальных областях Европы, однако встречается там редко. Некоторые страны Европы даже внесли этот вид грибов в Красную книгу, как редкий и исчезающий.;;https://drive.google.com/open?id=1Tq3GdxTWLdprZfZWv7qD-CHxH_k6QXiv
9.16.2024 21:09:40;Энтолома ядовитая;Розовопластинник гигантский;Энтоломовые;Нет;Да;20;30;Ровная;Белая, шелковисто-блестящая;Выпуклая; Желтоватая, серо-бурая;Пластинчатая;Растёт в лиственных лесах, садах, скверах, парках, огородах одиночно или группами с июня по сентябрь. Встречается в Карелии, Мурманской области, на Украине. ;;https://drive.google.com/open?id=1tmqk9S725DGIswlfOgykHHlut4pVnZfT
9.16.2024 21:19:25;Траметес разноцветный;Кориолус разноцветный;Полипоровые;Нет;Нет;;;;;Ровная;Разноцветные области белого, синего, серого, бархатистого, чёрного, серебристого цветов;Гладкая;Несъедобен. Гриб этого вида предпочитает селиться на поленнице, старой древесине, трухлявых пнях, оставшихся от лиственных деревьев;;https://drive.google.com/open?id=12a4sCnmBIeDFq5TdTiJFjcDNvNYw5Aki
9.16.2024 21:24:20;Волоконница патуйяра;Волоконница краснеющая;Волоконницевые;Нет;Да;5;10;Ровная;Беловатая, затем красноватая, соломенно-желтая.;Выпуклая;Беловатая, затем красноватая, соломенно-желтая.;Пластинчатая;Гриб Волоконница патуйяра смертельно ядовит. Появляется с мая по октябрь, особенно обильно — в августе и сентябре.;;https://drive.google.com/open?id=1S3XA6HlBTugszwdzgykNooJx6EGTCGi-
9.16.2024 21:28:39;Аурикулярия уховидная;Иудино ухо;Аурикуляриевые;Нет;Нет;;;;;Вогнутая;Серо-коричневая, рыжевато-коричневатая;Гладкая;Аурикулярия уховидная растет с лета до поздней осени, с июля до ноября, на мертвой древесине, у основания стволов и на ветках лиственных деревьев и кустарников.;;https://drive.google.com/open?id=199l_EuX0o7wV3KioR8Cxfx8HvaXVtVSn
9.16.2024 21:33:42;Шампиньон августовский;;Шампиньоновые;Да;Да;2;5;С юбкой;Белый;Выпуклая;Темно-коричневый, темно-оранжевый;Гладкая;Шампиньон августовский растет преимущественно в хвойных и смешанных лесах, часто около муравейников или непосредственно на них. Съедобный, третьей категории.;;https://drive.google.com/open?id=16_aBUI9MhMjkp2KlRlwuNh-Ei3PwO5KB
9.16.2024 21:36:47;Шапочка сморчковая;Сморчок нежный;Сморчковые;Нет;Да;15;25;Ровная;Белый, кремовый.;Выпуклая;Коричневый;Гладкая; Считается самым узким видом сморчковых грибов. Плодоносит с начала до середины мая четко направленным слоем. Чаще всего встречается среди молодых лип и осин. Употреблять в пищу сморчковую шапочку можно только после предварительного отваривания в течение десяти минут.;;https://drive.google.com/open?id=1iznVxG8MgiseZQfF6535jJqJIocNUqzS
9.16.2024 21:41:20;Мухомор Виттадини;;Аманитовые;Нет;Да;20;50;Утолщенная вверху;Белый;Выпуклая;Белый;Пластинчатая;Встречается в некоторых южных и юго-восточных степных районах России. Мухомор Виттадини растет с апреля по октябрь на различных почвах. Весна — осень. Молодые грибы съедобны, вкус и запах их приятен, но в связи с опасностью перепутать со смертельно ядовитыми видами лучше воздержаться от употребления их в пищу.;;https://drive.google.com/open?id=152P7gcaJEWGl6ALMSHdPKP6ewsE5ioyD
9.23.2024 16:20:07;Огнёвка ольховая;Чешуйчатка ольховая;Строфариевые;Нет;Да;10;10;Ровная;Желтый;Выпуклая;Желтый;Пластинчатая;Чешуйчатка ольховая считается несъедобным грибом из-за горького вкуса. Горечь не уходит после отваривания или высушивания. Чешуйчатка ольховая плодоносит с конца лета и всю осень, в теплых регионах возможно плодоношение весной. ;;https://drive.google.com/open?id=1JPJYiy9r0cfQdIt-Fqta3uSLi_cC0se7
9.23.2024 16:24:51;Говорушка беловатая;Говорушка выбеленная;Трихоломовые;Нет;Да;4;6;Утолщенная вверху;Беловатый, сероватый;Вогнутая;Мучнисто-белоый, беловато-сероватый;Пластинчатая;"Смертельно-ядовитый гриб! Плодовые тела появляются группами, иногда очень большими; образуют «ведьмины круги». Распространён в умеренной зоне Северного полушария.Сезон с середины июля по ноябрь.";;https://drive.google.com/open?id=1lBZli21gJDfmgkq3b9G5Dxuw-fz4dvNX
9.23.2024 16:41:12;Сыроежка съедобная;Сыроежка пищевая;Сыроежковые;Нет;Да;5;30;Ровная;Белый;Выпуклая;Коричневый;Пластинчатая;Этот гриб произрастает в лиственных и хвойных лесах в основном в летне-осенний период. Сыроежка пищевая очень широко используется в пищу благодаря своему отличному вкусу и аромату. Она полностью безопасна для здоровья.;;https://drive.google.com/open?id=1qAqj2TFNcI2oBB-g-m8GSzk8KkySf7pw
9.23.2024 16:57:43;Белошампиньон длиннокорневой;;Шампиньоновые;Нет;Да;15;25;С юбкой;Белый;Выпуклая;Белый;Пластинчатая;Съедобный гриб семейства Шампиньоновые (Agaricaceae) с характерной выпукло-распростертой шляпкой. В России распространен в окрестностях Ростова-на-Дону, а в других регионах страны неизвестен. ;;https://drive.google.com/open?id=1Dz2TR5BHU8gCYr2X7siHenCuCeBu9poM
9.23.2024 17:01:18;Мутинус собачий;;Весёлковые;Нет;Да;10;10;Ровная;Желтоватый;Выпуклая;Зелёный;Гладкая;Несъедобный гриб, хотя некоторые утверждают, что когда гриб ещё в яйцевой оболочке, он съедобен.Растет мутинус собачий с последней декады июня по октябрь в лиственных лесах на богатой гумусом почве.;;https://drive.google.com/open?id=1G2WhBTmUrBpg7IhdKKZf6Gd6fgSKAyTI
9.23.2024 17:04:48;Поплавок шафрановый;Поплавок шафранный;Аманитовые;Нет;Да;10;15;Утолщенная внизу;Белый;Выпуклая;Желто-шафрановый;Пластинчатая;Малоценный съедобный гриб. Поплавок шафрановый встречается с начала июля до конца сентября в лиственных и смешанных лесах, предпочитая светлые места, опушки, редколесья. ;;https://drive.google.com/open?id=1MQ6hfd3YxnXViZY6pRZysK09QqUy1zZ2
9.23.2024 17:07:13;Белонавозник Бирнбаума;;Шампиньоновые;Нет;Да;5;6;С юбкой;Желтоваятая;Выпуклая;Желтоватая;Пластинчатая;Несъедобный декоративный гриб. Произрастает на компосте, в оранжереях, теплицах, парниках в течении всего года.;;https://drive.google.com/open?id=1Y-0yc7XbWX3-UX_MzKnx04IyRqj2BgkL
9.23.2024 17:13:25;Рядовка вонючая;;Трихоломовые ;Нет;Да;3;13;Утолщенная внизу;Белый, бледно-желтоватый;Ровная;Белый, бледно-желтоватый;Пластинчатая;Гриб несъедобен из-за отвратительного запаха и горького вкуса.;;https://drive.google.com/open?id=1utxqCcXDLfBHTIlUuf6qxzGWxErgw21a
9.23.2024 17:17:03;Боровик двухцветный;Болет двухцветный;Болетовые;Нет;Да;10;20;Утолщенная внизу;Розово-красный;Выпуклая;Розово-красный;Трубчатая;Этот тип грибов считается съедобным. Больше всего этих грибов можно увидеть в Северной Америке во время теплоты, то есть летних месяцев.;;https://drive.google.com/open?id=1GoFyZ__OvZaQyFwT3GI9-Az0DQMSdKxp
12.2.2024 1:34:54;Говорушка булавоногая;Говорушка булавовидноногая;Гигрофоровые;Нет;Да;5;35;Утолщенная внизу;Белый, буровато-серый;Выпуклая;Белый, серый, коричневый;Пластинчатая;"Считается съедобным грибом весьма низкого качества. Говорушка булавоногая встечается с середины июля до середины октября в лесах различного типа, предпочитая, очевидно, из хвойных деревьев сосну, а из лиственных — березу; в период наиболее активного плодоношения (конец августа — начало сентября) произрастает очень обильно, большими группами.";;https://drive.google.com/open?id=137V4jamYdBFa0QNd7dJEcwhYY9xCRWW4
12.2.2024 1:37:57;Омфалотус масличный;Омфалот маслиновый;Омфалотовые;Нет;Да;5;10;Утолщенная вверху;Желто-оранжевый, красновато-коричнеывый;Выпуклая;Желто-оранжевый, красновато-коричнеывый;Пластинчатая;Гриб ядовит, но не смертельно. Его употребление приводит к тяжелым желудочно-кишечным расстройствам. Омфалотус Масличный растет колониями на пнях олив и других лиственных пород деревьев. Встречается на невысоких горах и равнинах. Плодоносит с лета и до поздней осени. ;;https://drive.google.com/open?id=1DYV0M1hK4H10yFtAJQtepQS-a6F2T7o6
12.2.2024 1:42:35;Головач мешковатый;Головач пузыревидный;Шампиньоновые;Нет;Нет;;;;;Выпуклая;Белый;Гладкая;Хороший съедобный гриб 4-й категории, как и большинство Дождевиков. Почвенный гумусовый сапротроф. Растёт на почве всех типов лесов, на выгонах, пашнях, в садах, на суходольных, горных и предгорных лугах, на низкорослых лугах среди культивируемых земель и на склонах холмов в низкой траве, на опушках и полянах, предпочитает открытые песчаные пастбища-пустоши с удобренной почвой.;;https://drive.google.com/open?id=1GvsnstLCHHX7rzxl98QZurlcAXWyt__7
12.2.2024 1:45:51;Трутовик овечий;Альбатреллус овечий;Альбатрелловые;Да;Да;10;30;Утолщенная вверху;Белый;Выпуклая;Белый;Трубчатая;Вид занесен в Красную книгу Московской области (3 категория, редкий вид). Трутовик овечий встречается нечасто с июля по октябрь на почве под елями в сухих хвойных и смешанных лесах на полянах, просеках, опушках, у дорог, а также в горах. Предпочитает нейтральные и щелочные почвы, часто растет во мху. ;;https://drive.google.com/open?id=1ZHE7bFQLoiRzK9R8PHuH891usSxNkdM6
12.2.2024 1:49:35;Феолепиота золотистая;Зонтик золотистый;Шампиньоновые;Нет;Да;5;10;С юбкой;Золотисто-желтый, охряный цвет;Выпуклая;Золотисто-желтый, охряный цвет;Пластинчатая;"Раньше феолепиота золотистая считалась условно-съедобным грибом, который употребляется в пищу после 20 минутного отваривания. Однако, сейчас информация противоречивая, по некоторым данным гриб накапливает цианиды, и может привести к отравлению. Поэтому, последнее время, его причисляют к несъедобным грибам.  Феолепиота золотистая растет со второй половины июля, и до конца октября, группами, в том числе и большими. 

";;https://drive.google.com/open?id=1CNeaEAEvjLvND8xqWSdfFt3zYAmqRl5V
12.2.2024 1:53:08;Волоконница острая;;Волоконницевые;Нет;Да;2;5;Ровная;Умброво-коричневый;Выпуклая;Умброво-коричневый;Пластинчатая;В грибе много элемента алкалоида мускарина. Может вызывать галлюциногенное состояние, похожее на опьянение. Гриб несъедобный. Встречается нечасто. Можно найти в Европе, также иногда в Восточной Сибири. Растет в хвойных лесах и болотах в субарктическом поясе, иногда прорастает среди сфагновых мхов.;;https://drive.google.com/open?id=1aHJsuuaQrGXW4lUzG7HnwIIdmPLb6Rwi
